name,chr,strand,start,end,symbol
8100292,chr4,-,48314377,48350691,FRYL
8100298,chr4,-,48582161,48603572,OCIAD2
8100306,chr4,-,48629529,48629608,---
8100312,chr4,-,52554622,52578543,LRRC66
8100318,chr4,-,52581617,52599242,SGCB
8100328,chr4,-,53151885,53220259,USP46
8100338,chr4,-,53303475,53312539,---
8100347,chr4,-,53433907,53926999,SCFD2
8100362,chr4,-,54021193,54152481,LNX1
8100376,chr4,-,54047097,54047307,---
8100378,chr4,-,54546424,54548202,LOC402176
8100382,chr4,-,54570714,54625545,CHIC2
8100389,chr4,-,54684024,54684123,---
8100391,chr4,-,55592888,55592995,---
8100393,chr4,-,55639183,55686519,KDR
8100428,chr4,-,55993416,56107754,CLOCK
8100458,chr4,-,56117448,56153136,PDCL2
8100464,chr4,-,56156161,56197222,NMU
8100474,chr4,-,56849422,56849506,---
8100478,chr4,-,56899213,56948395,AASDH
8100495,chr4,-,56954285,56996602,PPAT
8100507,chr4,-,57208910,57217445,HOPX
8100519,chr2,-,99304437,99319228,TXNDC9
8100523,chr4,-,57370790,57382650,SPINK2
8100530,chr4,-,57379140,57379237,---
8100532,chr4,-,57524292,57539746,C4orf14
8100541,chr4,-,57592000,57671296,IGFBP7
8100547,chr4,-,57666847,57668938,---
8100549,chr4,-,58053192,58053296,---
8100557,chr4,-,64826779,64957773,SRD5A2L2
8100572,chr4,-,65155948,65156011,---
8100574,chr4,-,65159222,65159288,---
8100576,chr4,-,65159621,65159685,---
8100578,chr4,-,65867876,66218248,EPHA5
8100601,chr4,-,67977903,67978067,---
8100603,chr4,-,68020583,68093851,CENPC1
8100615,chr4,-,68164073,68249484,UBA6
8100655,chr4,-,68288293,68302690,GNRHR
8100664,chr4,-,68369188,68432311,TMPRSS11D
8100675,chr4,-,68458613,68511827,TMPRSS11A
8100688,chr4,-,68601510,68678182,TMPRSS11F
8100699,chr4,-,68608906,68611610,SYT14L
8100701,chr4,-,68774965,68794007,TMPRSS11B
8100714,chr4,-,68861638,68898349,YTHDC1
8100734,chr4,-,69085497,69116840,UGT2B17
8100760,chr4,-,69828765,69852098,UGT2A3
8100782,chr4,-,70331167,70331342,---
8100784,chr4,-,70380471,70396215,UGT2B4
8100791,chr4,-,70488723,70548006,UGT2A1
8100798,chr4,-,70627276,70661019,SULT1B1
8100808,chr4,-,70741518,70760459,SULT1E1
8100819,chr4,-,70855562,70861315,CSN2
8100827,chr4,-,71740121,71751212,IGJ
8100832,chr4,-,71787598,71787704,---
8100834,chr4,-,71900362,71924491,GRSF1
8100851,chr4,-,71932719,71932794,---
8100853,chr4,-,72826274,72868752,GC
8100868,chr4,-,72844102,72844197,---
8100870,chr4,-,73365550,73653380,ADAMTS3
8100893,chr4,-,74139279,74154336,COX18
8100902,chr4,-,74159365,74343366,ANKRD17
8100941,chr4,-,74188424,74188511,---
8100943,chr4,-,74657725,74704998,RASSF6
8100960,chr4,-,74808545,74808639,---
8100962,chr4,-,74808800,74808991,---
8100964,chr4,-,74989026,74989116,---
8100966,chr4,-,75065659,75066579,PF4
8100971,chr4,-,75071619,75072764,PPBP
8100977,chr4,-,75080222,75083280,CXCL5
8100984,chr4,-,75121175,75123354,CXCL3
8100990,chr4,-,75138618,75139980,PPBPL2
8100994,chr4,-,75181617,75183861,CXCL2
8101002,chr4,-,75890471,75938906,BTC
8101011,chr4,-,76100208,76114596,---
8101013,chr4,-,76623370,76658652,RCHY1
8101031,chr4,-,76720727,76774745,CDKL2
8101043,chr4,-,76786976,76817367,G3BP2
8101061,chr4,-,76806327,76806421,---
8101065,chr4,-,77000049,77042705,PPEF2
8101086,chr4,-,77053832,77081190,NAAA
8101099,chr4,-,77090091,77131137,SDAD1
8101118,chr4,-,77141646,77147665,CXCL9
8101126,chr4,-,77161294,77163674,CXCL10
8101131,chr4,-,77173863,77176257,CXCL11
8101143,chr4,-,77254841,77288576,NUP54
8101158,chr4,-,77298917,77354059,SCARB2
8101174,chr4,-,77453215,77547482,FLJ25770
8101203,chr4,-,77496786,77496892,---
8101207,chr4,-,78035403,78038103,ANKRD56
8101210,chr4,-,78099037,78099340,---
8101212,chr4,-,78188198,78216149,CCNI
8101224,chr4,-,78222575,78222770,---
8101226,chr4,-,78290504,78290610,---
8101228,chr4,-,78853564,78959568,CNOT6L
8101235,chr4,-,79772450,79772563,---
8101237,chr4,-,80058117,80079606,PAQR3
8101253,chr4,-,80457295,80466195,ARD1B
8101256,chr4,-,80546537,80548471,GK2
8101260,chr4,-,81045748,81211798,ANTXR2
8101284,chr4,-,82228860,82345239,PRKG2
8101304,chr4,-,42240690,42353879,RASGEF1B
8101322,chr4,-,82609186,82609498,MOP-1
8101324,chr4,-,83494010,83514148,HNRNPD
8101340,chr4,-,83563370,83570402,HNRPDL
8101357,chr4,-,83634980,83636455,LOC728131
8101359,chr4,-,83753290,83761614,C4orf11
8101366,chr4,-,83769713,83939034,SCD5
8101376,chr4,-,83959187,84040715,SEC31A
8101411,chr4,-,84064780,84151006,LIN54
8101427,chr4,-,84084914,84085022,---
8101429,chr4,-,84230234,84254935,PLAC8
8101437,chr4,-,84404001,84425091,COQ2
8101449,chr4,-,84435491,84475058,HPSE
8101467,chr4,-,84547522,84596049,HEL308
8101489,chr4,-,84601119,84625314,FAM175A
8101501,chr4,-,84698584,84701997,OK/SW-CL.36
8101507,chr4,-,85633459,85638411,NKX6-1
8101511,chr4,-,85809722,86106568,WDFY3
8101585,chr4,-,85827902,85828192,---
8101587,chr4,-,87156656,87499047,MAPK10
8101607,chr4,-,87187265,87187420,---
8101609,chr4,-,87963644,87989440,SLC10A6
8101616,chr4,-,88016381,88032599,C4orf36
8101624,chr4,-,88301237,88360698,KLHL8
8101637,chr4,-,88443964,88463080,HSD17B13
8101648,chr4,-,88477019,88531347,HSD17B11
8101657,chr4,-,88527060,88527350,---
8101659,chr4,-,88613511,88669679,SPARCL1
8101673,chr4,-,88884127,88884229,---
8101675,chr4,-,89230439,89299035,ABCG2
8101697,chr4,-,89346602,89346728,---
8101699,chr4,-,89397791,89399532,---
8101701,chr4,-,89400555,89424912,PPM1K
8101716,chr4,-,89470351,89470454,---
8101718,chr4,-,89661157,89663978,PIGY
8101721,chr4,-,89723880,89724146,---
8101723,chr4,-,89836096,89838046,NAP1L5
8101728,chr4,-,89866128,89963425,FAM13A1
8101757,chr4,-,90384451,90448184,GPRIN3
8101762,chr4,-,90864273,90977373,SNCA
8101780,chr4,-,95438729,95483050,PGDS
8101788,chr4,-,96308711,96689185,UNC5C
8101810,chr4,-,97008840,97008938,---
8101814,chr4,-,97488907,97489212,---
8101816,chr4,-,98699056,99283414,C4orf37
8101828,chr4,-,99612425,99798750,TSPAN5
8101839,chr4,-,100018629,100070809,EIF4E
8101844,chr4,-,100211152,100228954,ADH5
8101852,chr4,-,100263855,100284472,ADH4
8101862,chr4,-,100342817,100359426,ADH6
8101874,chr4,-,100416546,100431165,ADH1A
8101881,chr4,-,100446549,100461595,ADH1B
8101893,chr4,-,100476671,100492940,ADH1C
8101904,chr4,-,100552509,100575414,ADH7
8101916,chr4,-,100686894,100703848,RG9MTD2
8101925,chr4,-,101018517,101034726,MAP2K1IP1
8101934,chr4,-,101039734,101086902,DNAJB14
8101945,chr4,-,101088266,101090535,H2AFZ
8101952,chr4,-,101326049,101330636,DDIT4L
8101957,chr4,-,101535522,101658273,EMCN
8101971,chr4,-,102163609,102487651,PPP3CA
8101990,chr4,-,102295014,102297570,---
8101992,chr4,-,103401843,103485371,SLC39A8
8102004,chr4,-,103488571,103488871,---
8102006,chr4,-,103771690,103901196,MANBA
8102024,chr4,-,103936217,103967428,UBE2D3
8102037,chr4,-,103999650,103999753,---
8102039,chr4,-,104025643,104160325,NHEDC1
8102050,chr4,-,104166102,104217619,NHEDC2
8102065,chr4,-,104218230,104240473,BDH2
8102076,chr4,-,104246411,104339015,CENPE
8102127,chr4,-,104730073,104860422,TACR3
8102135,chr4,-,105612791,105631916,CXXC4
8102141,chr4,-,106509682,106614676,PPA2
8102160,chr4,-,106667288,106668003,---
8102162,chr4,-,106823232,106849714,INTS12
8102171,chr4,-,107186688,107456834,MGC16169
8102200,chr4,-,108062407,108176902,DKK2
8102210,chr4,-,108143824,108144132,---
8102212,chr4,-,108144137,108144383,---
8102214,chr4,-,108754270,108860868,PAPSS1
8102230,chr4,-,109008415,109008515,---
8102232,chr4,-,109188149,109309561,LEF1
8102247,chr4,-,109680772,109761034,FLJ37673
8102249,chr4,-,109882652,109903684,AGXT2L1
8102263,chr4,-,109954420,110443248,COL25A1
8102305,chr4,-,110591377,110591672,---
8102307,chr4,-,110659743,110659873,---
8102311,chr4,-,110829233,110844078,CASP6
8102328,chr4,-,110881296,110942784,CFI
8102342,chr4,-,111189678,111339269,ELOVL6
8102352,chr4,-,111758028,111763703,PITX2
8102362,chr4,-,113416230,113426508,TIFA
8102368,chr4,-,113654120,113656777,NEUROG2
8102371,chr4,-,113679945,113728355,LOC91431
8102389,chr4,-,113730235,113777505,C4orf21
8102404,chr4,-,113788787,113788856,---
8102406,chr4,-,113789089,113789162,---
8102408,chr4,-,113896420,113896522,---
8102415,chr4,-,114591636,114902050,CAMK2D
8102440,chr4,-,115040888,115120327,ARSJ
8102450,chr4,-,115968375,116254481,NDST4
8102464,chr4,-,118224157,118226184,TRAM1L1
8102468,chr4,-,119421864,119493370,PRSS12
8102482,chr4,-,119863425,119976774,SEC24D
8102513,chr4,-,120333375,120353115,---
8102518,chr4,-,120439094,120441224,LOC401152
8102523,chr4,-,120457852,120462764,FABP2
8102532,chr4,-,120634997,120768650,PDE5A
8102567,chr4,-,121835378,122063463,PRDM5
8102587,chr4,-,122176231,122213123,C4orf31
8102594,chr4,-,122272013,122304926,TNIP3
8102606,chr4,-,122333401,122333508,---
8102608,chr4,-,122469246,122521631,GPR103
8102610,chr4,-,122469919,122521252,GPR103
8102619,chr4,-,122808601,122837597,ANXA5
8102636,chr4,-,122899537,122904899,TMEM155
8102643,chr4,-,122957048,122964538,CCNA2
8102655,chr4,-,122965084,123011092,BBS7
8102678,chr4,-,123019632,123073718,TRPC3
8102695,chr4,-,123228117,123228416,---
8102697,chr4,-,123592084,123597330,IL2
8102707,chr4,-,123753232,123761661,IL21
8102713,chr4,-,124033248,124063573,NUDT6
8102720,chr4,-,125804915,125851382,ANKRD50
8102726,chr4,-,128168711,128168824,---
8102730,chr4,-,129058410,129106589,MFSD8
8102745,chr4,-,129410748,129428418,PGRMC2
8102751,chr4,-,130024601,130234214,SCLT1
8102775,chr4,-,131001024,131001105,---
8102777,chr4,-,131647274,131647380,---
8102779,chr4,-,132860864,132861148,---
8102783,chr4,-,134302364,134302471,---
8102785,chr4,-,136456022,136456123,---
8102792,chr4,-,138659521,138673079,PCDH18
8102800,chr4,-,139304697,139382953,SLC7A11
8102817,chr4,-,140198320,140225097,ELF2
8102829,chr4,-,140397260,140397364,---
8102831,chr4,-,140406766,140420942,OSAP
8102839,chr4,-,140430562,140441808,NDUFC1
8102848,chr4,-,140646641,140697027,SETD7
8102858,chr4,-,140825730,140826031,---
8102862,chr4,-,140856995,141294683,MAML3
8102869,chr4,-,140934876,140935037,---
8102871,chr4,-,141424329,141513964,LOC100129858
8102875,chr4,-,141506836,141507464,LOC730747
8102877,chr4,-,141529056,141568265,CLGN
8102894,chr4,-,141592013,141638936,LOC152586
8102904,chr4,-,141700499,141709457,UCP1
8102912,chr4,-,141761387,141896724,TBC1D9
8102936,chr4,-,141841438,141841546,---
8102938,chr4,-,142006174,142274066,RNF150
8102948,chr4,-,142438377,142438482,---
8102950,chr4,-,143168631,143987054,INPP4B
8102979,chr4,-,144336903,144337706,---
8102982,chr4,-,144475867,144478420,GAB1
8102986,chr4,-,144718012,144841278,FREM3
8102988,chr4,-,145011468,145046166,GYPE
8102993,chr4,-,145136706,145159946,GYPB
8102998,chr4,-,145249905,145281354,GYPA
8103005,chr4,-,146135759,146238818,ANAPC10
8103011,chr4,-,146274251,146320282,OTUD4
8103023,chr4,-,146621463,146623303,---
8103025,chr4,-,146901341,147079237,ZNF827
8103041,chr4,-,147098729,147098842,---
8103043,chr4,-,147394586,147662573,SLC10A7
8103064,chr4,-,147847628,148086484,TTC29
8103079,chr4,-,148778783,148824764,LOC90826
8103092,chr4,-,148871500,148873569,LOC100129572
8103094,chr4,-,149219365,149583122,NR3C2
8103106,chr4,-,151405045,152156329,LRBA
8103166,chr4,-,152260882,152316154,SH3D19
8103188,chr4,-,152811461,152901609,PET112L
8103202,chr4,-,153112092,153112202,---
8103204,chr4,-,153404750,153405047,---
8103206,chr4,-,153461859,153493560,FBXW7
8103226,chr4,-,153766720,153820641,TMEM154
8103235,chr4,-,153909955,153920327,TIGD4
8103238,chr4,-,154407510,154407612,---
8103240,chr4,-,154448070,154449413,ANXA2P1
8103242,chr4,-,154522326,154522617,---
8103244,chr4,-,154850761,154900837,RNF175
8103254,chr4,-,154921191,154929678,SFRP2
8103260,chr4,-,155463255,155632318,DCHS2
8103289,chr4,-,155677111,155690973,PLRG1
8103309,chr4,-,155684534,155684639,---
8103311,chr4,-,155723729,155731347,FGA
8103326,chr4,-,155745177,155753352,FGG
8103341,chr4,-,156483261,156517572,MAP9
8103358,chr4,-,156595445,156595516,---
8103360,chr4,-,156595516,156595574,---
8103362,chr4,-,156595575,156595644,---
8103366,chr4,-,156597712,156597780,---
8103368,chr4,-,156599399,156599468,---
8103370,chr4,-,156600165,156600233,---
8103372,chr4,-,156603268,156603336,---
8103374,chr4,-,156604427,156604502,---
8103376,chr4,-,156606061,156606130,---
8103378,chr4,-,156970330,157006875,ACCN5
8103389,chr4,-,157064719,157094498,CTSO
8103399,chr4,-,157902213,158111996,PDGFC
8103409,chr4,-,158126973,158127295,---
8103411,chr4,-,158342163,158342270,---
8103413,chr4,-,158908614,158908715,---
8103415,chr4,-,159265181,159313652,C4orf18
8103431,chr4,-,159808818,159812509,C4orf46
8103437,chr4,-,159849728,159864002,PPID
8103452,chr4,-,160034133,160175783,C4orf45
8103458,chr4,-,160204898,160205000,---
8103460,chr4,-,160647492,160647659,---
8103462,chr4,-,160647990,160648060,---
8103464,chr4,-,161705635,161705941,---
8103466,chr4,-,162524498,163304636,FSTL5
8103485,chr4,-,164269272,164307523,NAF1
8103494,chr4,-,164464511,164467396,NPY1R
8103503,chr4,-,164611696,164614497,TKTL2
8103508,chr4,-,164667737,164994733,Mar-01
8103516,chr4,-,164969487,164969715,---
8103518,chr15,-,66859509,66900144,ANP32C
8103520,chr4,-,166095049,166118268,TRIM61
8103524,chr4,-,166219021,166349151,TMEM192
8103535,chr4,-,166418413,166420281,GK3P
8103540,chr4,-,167193783,167193897,---
8103542,chr4,-,167453536,167453636,---
8103544,chr4,-,167891110,168392316,SPOCK3
8103559,chr4,-,168076089,168076204,---
8103561,chr4,-,168558220,168558483,---
8103563,chr4,-,169374017,169476533,DDX60
8103601,chr4,-,169514460,169638213,DDX60L
8103620,chr4,-,169844333,169844442,---
8103622,chr4,-,170145316,170167997,CBR4
8103630,chr4,-,170251981,170428824,SH3RF1
8103644,chr4,-,170413672,170414218,---
8103646,chr4,-,170557812,170770307,NEK1
8103684,chr4,-,170887193,170915668,C4orf27
8103693,chr4,-,170948945,170949428,---
8103695,chr4,-,171144322,171184004,MFAP3L
8103706,chr4,-,171217947,171247758,AADAT
8103722,chr4,-,171739196,171762710,HSP90AA6P
8103725,chr4,-,174144922,174153488,---
8103728,chr4,-,174489362,174492167,HMGB2
8103736,chr4,-,174545874,174557192,SCRG1
8103743,chr4,-,174604329,174604430,---
8103745,chr4,-,174684226,174687953,HAND2
8103753,chr4,-,174773661,174774369,MORF4
8103755,chr4,-,175394384,175441977,FBXO8
8103769,chr4,-,175647957,175680213,HPGD
8103778,chr4,-,175799772,175987040,GLRA3
8103789,chr4,-,176791087,176970409,GPM6A
8103802,chr4,-,177342718,177353816,SPATA4
8103812,chr4,-,177371824,177427367,ASB5
8103822,chr4,-,177841686,177950875,VEGFC
8103834,chr4,-,178588917,178600585,AGA
8103847,chr4,-,178615258,178615376,---
8103851,chr4,-,181642953,181643036,---
8103853,chr4,-,183299800,183302613,MGC45800
8103859,chr4,-,184048237,184075624,DCTD
8103867,chr4,-,184255167,184257346,C4orf38
8103873,chr4,-,184334906,184335035,---
8103875,chr4,-,184432609,184432711,---
8103877,chr4,-,184476213,184478921,CLDN22
8103879,chr4,-,184479958,184480573,CLDN24
8103892,chr4,-,184833749,184833862,---
8103894,chr4,-,185246853,185376108,ENPP6
8103904,chr4,-,185457275,185457794,LOC391722
8103906,chr4,-,185498902,185512124,MGC24125
8103911,chr4,-,185545869,185632720,IRF2
8103922,chr4,-,185785843,185806740,CASP3
8103932,chr4,-,185852227,185904203,MLF1IP
8103951,chr4,-,185913742,185984209,ACSL1
8103975,chr4,-,185956446,185957194,UNQ9368
8103979,chr4,-,186317812,186362176,KIAA1430
8103986,chr4,-,186522026,186537146,LRP2BP
8103998,chr4,-,186557687,186584133,UFSP2
8104012,chr4,-,186574120,186574234,---
8104014,chr4,-,186603335,186629879,CCDC110
8104022,chr4,-,186659844,186693706,PDLIM3
8104035,chr4,-,186743591,186970386,SORBS2
8104066,chr4,-,186754701,186756305,SORBS2
8104068,chr4,-,186868020,186868115,---
8104072,chr4,-,187347179,187349638,FLJ38576
8104074,chr4,-,187691802,187713531,MTNR1A
8104079,chr4,-,187745930,187881981,FAT
8104107,chr4,-,189249420,189263402,TRIML2
8104115,chr4,-,189279678,189279782,---
8104117,chr4,-,190867686,190867862,---
8104119,chr4,-,191140671,191143018,TUBB4Q
8104141,chr5,+,222167,235704,PLEKHG4B
8104163,chr5,+,244625,248468,LOC389257
8104166,chr5,+,271355,309814,SDHA
8104180,chr5,+,357290,491405,AHRR
8104201,chr5,+,496333,520409,EXOC3
8104220,chr5,+,665404,706666,CEP72
8104234,chr5,+,946003,971160,TRIP13
8104253,chr5,+,1062076,1091793,NKD2
8104268,chr5,+,1254709,1278230,SLC6A19
8104281,chr5,+,1278469,1299304,SLC6A18
8104298,chr5,+,1854508,1869167,NDUFS6
8104305,chr5,+,2237823,2237934,---
8104307,chr5,+,2805261,2808512,C5orf38
8104314,chr5,+,3649167,3654517,IRX1
8104319,chr5,+,5179158,5179388,---
8104321,chr5,+,5193442,5373412,ADAMTS16
8104348,chr5,+,5449517,5449586,---
8104350,chr5,+,5475806,5543338,KIAA0947
8104369,chr5,+,6686562,6722673,SRD5A1
8104378,chr5,+,6767717,6810161,POLS
8104392,chr5,+,7100339,7100449,---
8104394,chr5,+,7449342,7883194,ADCY2
8104422,chr5,+,7922274,7954233,MTRR
8104441,chr5,+,8033258,8033417,---
8104443,chr5,+,8675182,8675252,---
8104449,chr5,+,10303281,10319501,CCT5
8104461,chr5,+,10390388,10390498,---
8104463,chr5,+,10406827,10488491,Mar-06
8104490,chr5,+,10427041,10428088,---
8104492,chr5,+,10495008,10518138,ROPN1L
8104499,chr5,+,10617579,10703225,LOC651746
8104504,chr5,+,11080311,11080419,---
8104506,chr5,+,14518697,14563310,TRIO
8104568,chr5,+,14394396,14396198,UNQ1870
8104570,chr5,+,14634964,14664205,FAM105A
8104580,chr5,+,14717782,14752842,FAM105B
8104590,chr5,+,14767788,14769637,LOC100130744
8104592,chr5,+,15553736,15990322,FBXL7
8104599,chr5,+,16907102,16907196,---
8104601,chr5,+,17270749,17329943,BASP1
8104607,chr5,+,17293719,17293824,---
8104609,chr5,+,17359491,17360073,---
8104611,chr5,+,17398724,17399061,---
8104615,chr5,+,17551333,17551936,LOC391742
8104619,chr5,+,18583177,18583471,---
8104625,chr5,+,21919401,21920178,---
8104627,chr5,+,22178217,22188136,PMCHL1
8104632,chr5,+,23335020,23335128,---
8104634,chr5,+,23543480,23564463,PRDM9
8104643,chr5,+,23987213,24214129,C5orf17
8104648,chr5,+,24946459,24946561,---
8104652,chr5,+,27147432,27147538,---
8104654,chr5,+,28660520,28660629,---
8104656,chr5,+,28962733,28963177,LOC729862
8104663,chr5,+,31229552,31360994,CDH6
8104680,chr5,+,31568129,31590922,C5orf22
8104693,chr5,+,31675273,32146794,PDZD2
8104723,chr5,+,31860442,31860546,---
8104725,chr5,+,31868302,31868376,---
8104727,chr7,-,22819117,22828989,LOC100129608
8104729,chr5,+,32170600,32170697,---
8104731,chr5,+,32184854,32186285,---
8104738,chr5,+,32621361,32639942,SUB1
8104746,chr5,+,32747421,32823011,NPR3
8104758,chr5,+,32824701,32827576,C5orf23
8104760,chr5,+,33476869,33503951,TARS
8104781,chr5,+,33972247,33974099,RXFP3
8104786,chr5,+,34074128,34074302,---
8104788,chr5,+,34692189,34868473,RAI14
8104812,chr5,+,34875025,34935321,TTC23L
8104823,chr5,+,34897816,34897989,---
8104825,chr5,+,34951576,34961545,BXDC2
8104838,chr5,+,34965454,34994826,DNAJC21
8104854,chr5,+,35464922,35465135,---
8104856,chr5,+,35653745,35850470,SPEF2
8104901,chr5,+,35892747,35912680,IL7R
8104912,chr5,+,36187945,36218033,SKP2
8104926,chr5,+,36190977,36191081,---
8104930,chr5,+,36642213,36724193,SLC1A3
8104944,chr5,+,36912617,37101678,NIPBL
8104996,chr5,+,37245225,37248240,---
8104998,chr5,+,37415168,37788531,WDR70
8105013,chr5,+,38294426,38500405,EGFLAM
8105040,chr5,+,38881892,38970159,OSMR
8105063,chr5,+,40305416,40305578,---
8105067,chr5,+,40715788,40729594,PTGER4
8105077,chr5,+,40877166,40891213,CARD6
8105084,chr5,+,40945355,41018798,C7
8105104,chr5,+,41940226,41957495,C5orf51
8105111,chr5,+,41961112,41977429,FBXO4
8105121,chr5,+,42459782,42757683,GHR
8105132,chr5,+,43077992,43081127,LOC153684
8105136,chr5,+,43157366,43211147,ZNF131
8105144,chr5,+,43162039,43198769,FLJ10246
8105146,chr5,+,43228083,43316708,MGC42105
8105151,chr5,+,43384187,43384531,---
8105153,chr5,+,43638581,43743264,NNT
8105181,chr5,+,44844783,44851373,MRPS30
8105191,chr5,+,49998569,50173933,PARP8
8105218,chr5,+,50653573,50653675,---
8105220,chr5,+,50714714,50726320,ISL1
8105229,chr5,+,52119530,52134209,PELO
8105267,chr5,+,52320912,52426366,ITGA2
8105302,chr5,+,52812173,52817659,FST
8105311,chr5,+,52892221,53014928,NDUFS4
8105318,chr5,+,53001667,53003808,---
8105323,chr5,+,53787201,53787964,HSPB3
8105328,chr5,+,53849451,53851497,SNX18
8105331,chr5,+,54355863,54365717,GZMK
8105338,chr5,+,54372431,54372530,---
8105340,chr5,+,54434230,54441837,GZMA
8105348,chr5,+,54491740,54498886,GPX8
8105353,chr5,+,54639332,54757166,SKIV2L2
8105384,chr5,+,55069601,55148730,DDX4
8105409,chr5,+,55109053,55109172,---
8105411,chr5,+,55185114,55248703,IL31RA
8105434,chr5,+,55457287,55457353,---
8105436,chr5,+,56146656,56227735,MAP3K1
8105456,chr5,+,56240859,56248767,C5orf35
8105463,chr5,+,56505700,56594666,GPBP1
8105479,chr5,+,57401771,57401875,---
8105481,chr5,+,57825202,57828674,C5orf29
8105487,chr5,+,57914695,58183163,RAB3C
8105495,chr5,+,59819515,59822848,PART1
8105499,chr5,+,60276712,60484621,NDUFAF2
8105506,chr5,+,60852927,60877754,ZSWIM6
8105517,chr5,+,60969392,61038119,FLJ37543
8105523,chr5,+,61637745,61717967,KIF2A
8105545,chr5,+,61744329,61960171,IPO11
8105577,chr5,+,61774759,61774866,---
8105579,chr5,+,61910318,61913027,IPO11
8105583,chr5,+,62891110,62891217,---
8105585,chr5,+,63497426,63704452,RNF180
8105596,chr5,+,63838207,63943877,RGS7BP
8105603,chr5,+,63871087,63871372,---
8105605,chr5,+,63905147,63905253,---
8105607,chr5,+,64022206,64049673,FAM159B
8105612,chr5,+,64100510,64350346,SDCCAG10
8105629,chr5,+,64454951,64455057,---
8105633,chr5,+,64894886,64919126,PPWD1
8105645,chr5,+,64930899,64930973,---
8105647,chr5,+,64956586,64996342,C5orf44
8105661,chr5,+,64956313,64962288,C5orf44
8105663,chr5,+,65053833,65154923,NLN
8105681,chr5,+,65258139,65412606,ERBB2IP
8105714,chr5,+,65489710,65512395,SFRS12
8105731,chr5,+,65527872,65903557,FLJ46010
8105739,chr5,+,65903642,65904107,LOC202227
8105741,chr5,+,65927931,66318107,MAST4
8105778,chr5,+,67622250,67633405,PIK3R1
8105799,chr5,+,68205541,68205672,---
8105801,chr5,+,68425637,68461636,SLC30A5
8105828,chr5,+,68498668,68509826,CCNB1
8105842,chr5,+,68521130,68541940,CENPH
8106096,chr5,+,71182495,71182698,---
8106098,chr5,+,71438873,71541153,MAP1B
8106107,chr5,+,71651955,71690936,PTCD2
8106122,chr5,+,72148173,72245971,TNPO1
8106141,chr5,+,72287563,72422104,FCHO2
8106168,chr5,+,72431655,72431766,---
8106170,chr5,+,72452143,72463400,TMEM171
8106176,chr5,+,72504778,72506724,TMEM174
8106181,chr5,+,72830005,72837204,BTF3
8106189,chr5,+,72840369,72841006,---
8106193,chr5,+,72897353,72913550,UTP15
8106210,chr5,+,72957738,73243284,RGNEF
8106250,chr5,+,73649566,73649866,---
8106252,chr5,+,74016724,74052869,HEXB
8106271,chr5,+,74098858,74108490,TINP1
8106278,chr5,+,74110889,74110994,---
8106280,chr5,+,74668854,74693681,HMGCR
8106303,chr5,+,74843412,74931400,POLK
8106325,chr5,+,74948394,75002621,LOC728780
8106336,chr5,+,75415060,75657172,SV2C
8106350,chr5,+,75476601,75478378,---
8106352,chr5,+,75708255,75708723,LOC100129566
8106354,chr5,+,75734835,76038898,IQGAP2
8106393,chr5,+,76047623,76067351,F2R
8106401,chr5,+,76115676,76115778,---
8106403,chr5,+,76150588,76166895,F2RL1
8106411,chr5,+,76181581,76252812,S100Z
8106418,chr5,+,76284435,76301055,CRHBP
8106429,chr5,+,76361987,76396793,AGGF1
8106448,chr5,+,76542461,76758984,PDE8B
8106477,chr5,+,77648615,77648717,---
8106479,chr5,+,77692094,77812318,SCAMP1
8106494,chr5,+,78401338,78421031,BHMT2
8106504,chr5,+,78443359,78463869,BHMT
8106512,chr5,+,78552520,78552652,---
8106514,chr5,+,78558852,78559109,---
8106516,chr5,+,78609481,78653403,JMY
8106528,chr5,+,78842012,78842476,LOC728820
8106530,chr5,+,78860877,78861672,---
8106532,chr5,+,78866431,78866533,---
8106534,chr5,+,78943998,79018227,PAPD4
8106556,chr5,+,79068962,79131391,CMYA5
8106573,chr5,+,79366746,79414863,THBS4
8106597,chr5,+,79651545,79653414,SPZ1
8106602,chr5,+,79739593,79811254,ZFYVE16
8106626,chr5,+,79819555,79873962,FAM151B
8106633,chr5,+,79986049,80208390,MSH3
8106660,chr5,+,80292263,80557384,RASGRF2
8106689,chr5,+,80564894,80597973,CKMT2
8106702,chr5,+,80633157,80644719,ZCCHC9
8106709,chr5,+,81303599,81586967,ATG10
8106722,chr5,+,81636921,81649902,LOC92270
8106727,chr5,+,81714519,81718091,FLJ41309
8106730,chr5,+,82409072,82685333,XRCC4
8106743,chr5,+,82803248,82913878,VCAN
8106761,chr5,+,83035022,83035118,---
8106763,chr5,+,83135128,83135260,---
8106765,chr5,+,83528456,83528547,---
8106767,chr5,+,83647178,83647254,---
8106769,chr5,+,84881160,84881678,LOC645181
8106771,chr5,+,85614017,85629118,NBPF22P
8106776,chr5,+,85949539,85952339,COX7C
8106784,chr5,+,86599906,86723489,RASA1
8106814,chr5,+,86838769,86838847,---
8106816,chr5,+,87714344,87714480,---
8106818,chr5,+,89741572,89742239,---
8106820,chr5,+,89806436,89846125,POLR3G
8106827,chr5,+,89890372,90495789,GPR98
8106919,chr5,+,90602299,90602440,---
8106921,chr5,+,90620504,90620760,---
8106923,chr5,+,92944798,92955542,NR2F1
8106929,chr5,+,93932141,93932207,---
